idx,English,Darija,MSA,Checkbox,Darija corrected,Observations
3933,That sounds like a curious story to me.,كاتبان لييا قيسا غاريبا بناسبا لييا,ذلك يبدو لي كقصة فضولية.,FALSE,,
3934,I'm gonna go get my science fiction book.,غادي نامشي ناخود لكتاب ديال لخايال لعيلمي ديالي,سأذهب لأحضر كتابي الخيال العلمي.,FALSE,,
3935,That's better.,هادا حسان,هذا أفضل.,FALSE,,
3936,Would you like a drink?,بغيتي شي شاراب?,هل تود شرب شيء؟,FALSE,,
3937,Gosh!,ياربي!,يا إلهي!,FALSE,,
3938,I thought you weren't going to ask.,كنت تانڭول ماغاديش تسوال,ظننت أنك لن تسأل.,FALSE,,
3939,I'd love an Fanta,ماكرهتش شي فانتا,أود الحصول على فانتا,FALSE,,
3940,Just as a matter of interest,هير بغيت نعرف,فقط كمسألة تثير الاهتمام,FALSE,,
3941,why is a science fiction book better?,علاش كتاب لخايال لعيلمي حسان?,لماذا يُعتبر كتاب الخيال العلمي أفضل؟,FALSE,,
3942,I find many of them just too far fetched to be believable.,كايجيني داكشي مجبّد بزاف أُ ماتقدارش تايقو,أجد الكثير منها بعيدة كل البعد عن أن تكون معقولة.,FALSE,,
3943,I suppose it takes all day!,كاندان غاياخود نهار كامل!,أظن أنه يستغرق اليوم بأكمله!,FALSE,,
3944,Because the history of the first men who come to Mars and find traces of a very old civilisation,حيت تاريخ ديال أوّن ناس جاو لماريخ أُ لقاو أتار ديال حاضارا قديما بزاف,لأن تاريخ أول الرجال الذين جاءوا إلى المريخ ووجدوا آثار حضارة قديمة جدًا,FALSE,,
3945,it's much more interesting than your history of genealogist and treasure,"هادشي أكتار إتارا ليهتيمام من تاريخك فعيلم ل أنساب أُ لكانز""",إنه أكثر إثارة للاهتمام بكثير من تاريخك كعالم أنساب وباحث عن الكنوز,FALSE,,
3946,As I said,كيمّا ڭلت,كما قلت,FALSE,,
3947,My book is partly based on facts,كتابي كايعتامد جوزإيان علا حاقاإق,كتابي مبني جزئيًا على حقائق,FALSE,,
3948,It imagines things that might have happened to a real smuggling gang,كايتخايال شي حوايج لي إقدرو إكونو وقعو لعيسابا ديال تهريب حاقيقييا,يتخيل أشياء قد تكون حدثت لعصابة تهريب حقيقية,FALSE,,
3949,it incorporates some recent discoveries,فيها شي كتيشافات جديدا,إنه يتضمن بعض الاكتشافات الحديثة,FALSE,,
3950,As far as I understand it,علا حساب مافهمت,بقدر ما أفهمه,FALSE,,
3951,there is very little likelihood of an old civilisation occurring on Mars,كاينا حتيماليا صغيرا بزاف ديال أناهو تكون حاضارا فل مرّيخ,هناك احتمال ضئيل جدًا لوجود حضارة قديمة على المريخ,FALSE,,
3952,at least not a form of life we'd recognise,علّ أقالّ ماشي شي ناوع من لحايات لي نقدرو نعرفو,على الأقل ليست صورة من أشكال الحياة التي نعرفها,FALSE,,
3953,there's a poor atmosphere and little water,كاين جاو خايب أُ شوييا ديال لما,هناك جو سيء وقليل من الماء,FALSE,,
3954,The probability of finding ruins on Mars is indeed small,إحتيمال يلقاو حوطام ف لماريخ فيعلان سغير,إن احتمالية العثور على أطلال على المريخ صغيرة بالفعل,FALSE,,
3955,I'll give you that,هادي عندك,سأعطيك ذلك,FALSE,,
3956,That says I don't hate crime novels,ماعا داليك ماكانكراهش ريوايات ديال جاريما,ذلك يقول إنني لا أكره روايات الجريمة,FALSE,,
3957,Agatha Christie's,دياول أڭاتها شريستي ماتالان,لأغاثا كريستي,FALSE,,
3958,Have you read it?,واش قريتيها?,هل قرأته؟,FALSE,,
3959,I have read some of Agatha Christie's novels.,قريت شي ريوايات ديال أڭاتها شريستي,لقد قرأت بعض روايات أغاثا كريستي.,FALSE,,
3960,I'm not a great fan because they are rather boring.,أنا ماشي من لموعجابين لكبار حيت موميلّا,أنا لست من المعجبين الكبار لأنهم مملون إلى حد ما.,FALSE,,
3961,What I do find fascinating about her is the question of her marriage,ليكانلقا زوين هووا سوأل علا جواجها,ما أجده مثيرًا للاهتمام حولها هو سؤال حول زواجها,FALSE,,
3962,what she did when she disappeared,شنو لي دارت منين غبرات,ماذا فعلت عندما اختفت,FALSE,,
3963,some people thought that she had committed suicide,بعض الناس سحاب ليهوم نتاحرات,اعتقد بعض الناس أنها انتحرت,FALSE,,
3964,"Well, I'll give you 15 more minutes with your genealogist.","واخا, غادي ناعتيك 15 دقيقا خرا معا إختيساسي ل أنساب",حسنًا، سأعطيك خمسة عشر دقيقة إضافية مع أخصائي الأنساب الخاص بك.,FALSE,,
3965,Then we'll go to lunch.,من باعد غادي نمشيو نتغدّاو,ثم سنذهب لتناول الغداء.,FALSE,,
3966,Good morning!,سباه لخير!,صباح الخير!,FALSE,,
3967,You've seen all those ducks!,شافتي ڭاع دوك لباطات!,لقد رأيت كل تلك البط!,FALSE,,
3968,"I see you feed them, too... what is it?",شافتاك كاتواكالهوم...اشنو داكشي?,أراك تطعمهم أيضًا... ما هذا؟,FALSE,,
3969,let me think about it,خلّيني نفكّر فيها,دعني أفكر في الأمر,FALSE,,
3970,They really like eating frozen peas,كايبغيو نيت ياكلو جلبانا مجامدا,إنهم يحبون حقًا تناول البازلاء المجمدة,FALSE,,
3971,"But you defrost them before, right?","والاكين حايادتيها مان تلّاجا قبال, ياك?",ولكن أنت تذيبها قبل ذلك، أليس كذلك؟,FALSE,,
3972,Do they like other things?,واش كايبغيو حوايج خرين?,هل يحبون أشياء أخرى؟,FALSE,,
3973,"Yes, it's better to defrost them first.","أه, من حسان تحايد منهوم تالج هييا لاولا",نعم، من الأفضل إذابة الثلج عنها أولاً.,FALSE,,
3974,"I think they like vegetation, but I'm not too sure what else","كاندان كايبغيو لخوضرا, والاكين ماماتأكادش شنو أخور",أعتقد أنهم يحبون النباتات، ولكني لست متأكداً مما إذا كان هناك شيء آخر,FALSE,,
3975,Do you know if there is a cafe close by to here?,واش كاتعراف إلا كانت شي قاهوا قريبا من هنا,هل تعلم إذا كان هناك مقهى قريب من هنا؟,FALSE,,
3976,Wait...,تسانا....,انتظر...,FALSE,,
3977,But it's not close and I don't know if it's open on Sunday.,والاكين راه ماقريباش أُ ماعرافتش واش كاتحلّ نهار لحاد,ولكنها ليست قريبة ولا أعلم إذا كانت مفتوحة يوم الأحد.,FALSE,,
3978,We have to go a little longer along the pond and then roll up the river for a hundred meters.,خاسنا نامشيو مودا تويلا شوييا علا طول لبيركا أُ نطلعو معا لواد شي ميات ميترو,يجب علينا أن نسير قليلاً أطول بجانب البركة ثم نتابع السير على طول النهر لمسافة مائة متر.,FALSE,,
3979,Then there's this round-point and you won't be able to miss it.,من بعد كاينا ديك روند-پونت أُ ماغاديش تقدرو تزڭلوها,ثم هناك هذه النقطة الدائرية ولن تتمكن من تفويتها.,FALSE,,
3980,I recommend the fish and chips.,كانقتارح لحوت أُ بطاطا,أنا أوصي بالسمك والبطاطس المقلية.,FALSE,,
3981,Even though I think their peas are frozen as well!,واخا كاندان جلبانا ديالهوم جامدا تاهييا!,على الرغم من أنني أعتقد أن بازلائهم مجمدة أيضًا!,FALSE,,
3982,"Ah, okay.",أه واخا,آه، حسنًا.,FALSE,,
3983,Do you know what it's called?,واش كاتعراف باش كايتسمّا,هل تعرف ما يُسمى؟,FALSE,,
3984,I like fish and chips,كانبغي لحوت أُ شيپس,أنا أحب السمك والبطاطس المقلية,FALSE,,
3985,it's a very English dish!,هوا طاباق نڭليزي بيمتياز!,إنه طبق إنجليزي جدًا!,FALSE,,
3986,Duck with orange sauce is a favourite of mine too.,لباط معا سوس ديال ليمون من أحسان لحوايج عندي تاهوا,البط مع صلصة البرتقال هو أيضًا من المفضلات لدي.,FALSE,,
3987,What's your favourite dish?,أشناهووا طاباق لموفاضال عندك?,ما هو طبقك المفضل؟,FALSE,,
3988,"I think it's called Tagine, but I'm not sure",إمكن كايتساما تاڭين والاكين مامتأكادش,أعتقد أنه يُسمى الطاجين، لكني لست متأكدًا,FALSE,,
3989,"I like fish and chips a lot, but I don't eat much meat.","كانبغي لحوت أُ شيپس بزاف, والاكين ماكاناكولش بزاف ديال لحام",أنا أحب السمك والبطاطس كثيرًا، ولكني لا آكل اللحوم كثيرًا.,FALSE,,
3990,I prefer vegetables and fish.,كانفاضال لخوضرا أُ لحوت,أفضل الخضروات والسمك.,TRUE,,
3991,Ducks - I prefer them in the pond than on my plate!,لباط - كانفاضالهوم فلبيركا علا تابسيلي!,البط - أفضلها في البركة على أن تكون في طبقي!,TRUE,لبط - كنفضلهوم فلواد علا تابسيلي!,
3992,So you're a pescatorian?,إدان نتا پسكاتوريان?,إذًا أنت تتبع نظامًا غذائيًا بيسكيتاريًا؟,TRUE,,
3993,Ah ah ah... in a way yes!,أه أه أه... بحواحد شكل أه!,نعم نعم نعم... بطريقة ما نعم!,TRUE,,
3994,"But now that I think about it, I think that coffee makes it even better.","والاكين دابا منين فكارت فيها, كاتجيني لقاهوا كاتردّها حسن ڭاع.",ولكن الآن بعد أن فكرت في الأمر، أعتقد أن القهوة تجعله أفضل حتى.,TRUE,,
